run,peak_infection,total_abx_days,abx_days_per_baby,selection_events,transmission_R,total_recoveries,cumulative_I_R,scenario,baseline,strategy,prevalence_I_R
70,6.0,254.0,127.0,5.0,98.0,44.0,182.0,Mid_A,Mid,A,0.12816901408450704
71,4.0,338.0,33.8,6.0,25.0,48.0,63.0,Mid_A,Mid,A,0.044366197183098595
72,5.0,364.0,36.4,9.0,38.0,52.0,91.0,Mid_A,Mid,A,0.06408450704225352
73,4.0,344.0,34.4,8.0,33.0,56.0,72.0,Mid_A,Mid,A,0.05070422535211268
74,4.0,380.0,38.0,8.0,21.0,60.0,32.0,Mid_A,Mid,A,0.022535211267605635
75,4.0,355.0,59.17,5.0,22.0,63.0,45.0,Mid_A,Mid,A,0.03169014084507042
76,5.0,260.0,26.0,5.0,73.0,47.0,166.0,Mid_A,Mid,A,0.11690140845070422
77,4.0,346.0,34.6,6.0,18.0,61.0,30.0,Mid_A,Mid,A,0.02112676056338028
78,4.0,230.0,115.0,4.0,117.0,38.0,219.0,Mid_A,Mid,A,0.15422535211267605
79,5.0,214.0,Inf,2.0,110.0,48.0,185.0,Mid_A,Mid,A,0.13028169014084506
80,5.0,362.0,36.2,8.0,10.0,75.0,8.0,Mid_A,Mid,A,0.005633802816901409
81,5.0,348.0,34.8,8.0,35.0,54.0,53.0,Mid_A,Mid,A,0.03732394366197183
82,6.0,268.0,67.0,6.0,106.0,49.0,219.0,Mid_A,Mid,A,0.15422535211267605
83,5.0,272.0,45.33,5.0,60.0,49.0,127.0,Mid_A,Mid,A,0.08943661971830986
84,4.0,296.0,29.6,6.0,69.0,46.0,124.0,Mid_A,Mid,A,0.08732394366197183
85,6.0,329.0,164.5,8.0,23.0,52.0,8.0,Mid_A,Mid,A,0.005633802816901409
86,4.0,324.0,32.4,3.0,4.0,55.0,13.0,Mid_A,Mid,A,0.009154929577464789
87,5.0,241.0,24.1,1.0,96.0,51.0,164.0,Mid_A,Mid,A,0.11549295774647887
88,4.0,288.0,72.0,8.0,57.0,54.0,76.0,Mid_A,Mid,A,0.05352112676056338
89,6.0,255.0,25.5,3.0,132.0,47.0,263.0,Mid_A,Mid,A,0.1852112676056338
90,4.0,233.0,Inf,2.0,98.0,47.0,156.0,Mid_A,Mid,A,0.10985915492957747
91,5.0,303.0,151.5,7.0,70.0,53.0,110.0,Mid_A,Mid,A,0.07746478873239436
92,4.0,360.0,36.0,13.0,29.0,52.0,52.0,Mid_A,Mid,A,0.036619718309859155
93,4.0,220.0,55.0,6.0,83.0,43.0,122.0,Mid_A,Mid,A,0.08591549295774648
94,4.0,256.0,128.0,8.0,96.0,40.0,148.0,Mid_A,Mid,A,0.10422535211267606
95,5.0,333.0,33.3,7.0,60.0,36.0,138.0,Mid_A,Mid,A,0.09718309859154929
96,5.0,238.0,23.8,2.0,108.0,50.0,215.0,Mid_A,Mid,A,0.15140845070422534
97,6.0,282.0,28.2,3.0,77.0,49.0,153.0,Mid_A,Mid,A,0.10774647887323943
98,5.0,316.0,63.2,4.0,73.0,58.0,123.0,Mid_A,Mid,A,0.08661971830985915
99,6.0,304.0,43.43,6.0,48.0,54.0,133.0,Mid_A,Mid,A,0.09366197183098592
100,5.0,381.0,Inf,9.0,14.0,53.0,24.0,Mid_A,Mid,A,0.016901408450704224
1,5.0,470.0,58.75,17.0,59.0,46.0,127.0,Mid_C,Mid,C,0.08943661971830986
2,4.0,391.0,48.88,9.0,96.0,51.0,193.0,Mid_C,Mid,C,0.1359154929577465
3,5.0,300.0,30.0,4.0,125.0,58.0,288.0,Mid_C,Mid,C,0.2028169014084507
4,5.0,279.0,27.9,5.0,125.0,42.0,198.0,Mid_C,Mid,C,0.13943661971830987
5,5.0,325.0,108.33,4.0,90.0,41.0,156.0,Mid_C,Mid,C,0.10985915492957747
6,5.0,532.0,53.2,15.0,52.0,51.0,81.0,Mid_C,Mid,C,0.05704225352112676
7,6.0,263.0,29.22,7.0,130.0,43.0,224.0,Mid_C,Mid,C,0.15774647887323945
8,4.0,536.0,67.0,12.0,47.0,59.0,66.0,Mid_C,Mid,C,0.04647887323943662
9,5.0,245.0,Inf,6.0,118.0,43.0,163.0,Mid_C,Mid,C,0.1147887323943662
10,6.0,440.0,62.86,14.0,55.0,46.0,135.0,Mid_C,Mid,C,0.09507042253521127
11,5.0,278.0,55.6,5.0,112.0,39.0,203.0,Mid_C,Mid,C,0.14295774647887324
12,6.0,248.0,41.33,3.0,116.0,49.0,227.0,Mid_C,Mid,C,0.15985915492957747
13,4.0,459.0,45.9,17.0,85.0,59.0,128.0,Mid_C,Mid,C,0.09014084507042254
14,4.0,336.0,168.0,7.0,82.0,38.0,182.0,Mid_C,Mid,C,0.12816901408450704
15,7.0,406.0,67.67,7.0,103.0,54.0,183.0,Mid_C,Mid,C,0.1288732394366197
16,5.0,493.0,49.3,14.0,64.0,55.0,201.0,Mid_C,Mid,C,0.1415492957746479
17,7.0,423.0,84.6,9.0,78.0,46.0,172.0,Mid_C,Mid,C,0.12112676056338029
18,6.0,387.0,38.7,9.0,96.0,45.0,221.0,Mid_C,Mid,C,0.1556338028169014
19,5.0,569.0,56.9,19.0,36.0,60.0,88.0,Mid_C,Mid,C,0.061971830985915494
20,4.0,541.0,54.1,11.0,26.0,58.0,68.0,Mid_C,Mid,C,0.04788732394366197
21,6.0,494.0,164.67,13.0,50.0,51.0,120.0,Mid_C,Mid,C,0.08450704225352113
22,5.0,529.0,52.9,16.0,67.0,52.0,134.0,Mid_C,Mid,C,0.09436619718309859
23,5.0,373.0,373.0,10.0,73.0,48.0,167.0,Mid_C,Mid,C,0.1176056338028169
24,5.0,421.0,42.1,10.0,76.0,50.0,188.0,Mid_C,Mid,C,0.1323943661971831
25,8.0,397.0,66.17,9.0,89.0,54.0,162.0,Mid_C,Mid,C,0.11408450704225352
26,6.0,440.0,44.0,6.0,73.0,50.0,144.0,Mid_C,Mid,C,0.10140845070422536
27,5.0,308.0,77.0,5.0,125.0,51.0,214.0,Mid_C,Mid,C,0.15070422535211267
28,5.0,492.0,246.0,13.0,45.0,56.0,92.0,Mid_C,Mid,C,0.0647887323943662
29,5.0,321.0,32.1,7.0,115.0,54.0,208.0,Mid_C,Mid,C,0.14647887323943662
30,4.0,398.0,39.8,5.0,91.0,57.0,173.0,Mid_C,Mid,C,0.12183098591549296
31,6.0,389.0,38.9,10.0,81.0,47.0,177.0,Mid_C,Mid,C,0.12464788732394366
32,5.0,384.0,38.4,11.0,97.0,50.0,205.0,Mid_C,Mid,C,0.1443661971830986
33,4.0,305.0,305.0,4.0,107.0,40.0,207.0,Mid_C,Mid,C,0.14577464788732394
34,5.0,461.0,46.1,10.0,60.0,64.0,90.0,Mid_C,Mid,C,0.06338028169014084
35,5.0,361.0,180.5,10.0,105.0,57.0,178.0,Mid_C,Mid,C,0.12535211267605634
36,6.0,502.0,50.2,12.0,73.0,58.0,193.0,Mid_C,Mid,C,0.1359154929577465
37,5.0,280.0,46.67,5.0,111.0,39.0,210.0,Mid_C,Mid,C,0.14788732394366197
38,7.0,454.0,227.0,12.0,38.0,47.0,114.0,Mid_C,Mid,C,0.08028169014084507
39,5.0,376.0,75.2,11.0,94.0,44.0,217.0,Mid_C,Mid,C,0.1528169014084507
40,5.0,385.0,96.25,6.0,96.0,54.0,203.0,Mid_C,Mid,C,0.14295774647887324
41,6.0,494.0,61.75,12.0,69.0,51.0,145.0,Mid_C,Mid,C,0.10211267605633803
42,4.0,311.0,103.67,7.0,102.0,45.0,235.0,Mid_C,Mid,C,0.16549295774647887
43,5.0,435.0,217.5,14.0,60.0,54.0,147.0,Mid_C,Mid,C,0.10352112676056338
44,4.0,392.0,39.2,13.0,72.0,49.0,91.0,Mid_C,Mid,C,0.06408450704225352
45,5.0,278.0,92.67,5.0,101.0,48.0,197.0,Mid_C,Mid,C,0.1387323943661972
46,6.0,381.0,38.1,9.0,70.0,43.0,138.0,Mid_C,Mid,C,0.09718309859154929
47,4.0,475.0,47.5,16.0,64.0,43.0,119.0,Mid_C,Mid,C,0.08380281690140845
48,6.0,370.0,74.0,8.0,95.0,51.0,201.0,Mid_C,Mid,C,0.1415492957746479
49,5.0,332.0,33.2,3.0,121.0,49.0,211.0,Mid_C,Mid,C,0.14859154929577464
50,6.0,246.0,27.33,2.0,130.0,45.0,249.0,Mid_C,Mid,C,0.17535211267605633
51,5.0,321.0,32.1,11.0,112.0,57.0,231.0,Mid_C,Mid,C,0.16267605633802817
52,6.0,409.0,68.17,13.0,80.0,53.0,159.0,Mid_C,Mid,C,0.1119718309859155
53,6.0,419.0,41.9,10.0,96.0,60.0,193.0,Mid_C,Mid,C,0.1359154929577465
54,5.0,427.0,106.75,15.0,55.0,46.0,126.0,Mid_C,Mid,C,0.08873239436619719
55,6.0,474.0,47.4,7.0,62.0,62.0,153.0,Mid_C,Mid,C,0.10774647887323943
56,5.0,378.0,63.0,11.0,82.0,37.0,163.0,Mid_C,Mid,C,0.1147887323943662
57,5.0,471.0,47.1,7.0,64.0,59.0,200.0,Mid_C,Mid,C,0.14084507042253522
58,5.0,402.0,67.0,12.0,95.0,55.0,212.0,Mid_C,Mid,C,0.14929577464788732
59,6.0,338.0,33.8,8.0,104.0,56.0,366.0,Mid_C,Mid,C,0.2577464788732394
60,5.0,582.0,58.2,16.0,11.0,61.0,30.0,Mid_C,Mid,C,0.02112676056338028
61,5.0,562.0,56.2,21.0,36.0,52.0,109.0,Mid_C,Mid,C,0.07676056338028169
62,5.0,541.0,541.0,17.0,24.0,53.0,61.0,Mid_C,Mid,C,0.04295774647887324
63,4.0,309.0,30.9,11.0,120.0,61.0,215.0,Mid_C,Mid,C,0.15140845070422534
64,5.0,286.0,28.6,8.0,113.0,48.0,174.0,Mid_C,Mid,C,0.12253521126760564
65,4.0,371.0,92.75,8.0,72.0,47.0,101.0,Mid_C,Mid,C,0.07112676056338028
66,5.0,398.0,49.75,9.0,78.0,57.0,175.0,Mid_C,Mid,C,0.12323943661971831
67,6.0,394.0,39.4,11.0,90.0,46.0,226.0,Mid_C,Mid,C,0.1591549295774648
68,5.0,428.0,71.33,12.0,77.0,57.0,217.0,Mid_C,Mid,C,0.1528169014084507
69,5.0,271.0,45.17,5.0,121.0,40.0,191.0,Mid_C,Mid,C,0.13450704225352111
70,6.0,336.0,112.0,11.0,112.0,42.0,173.0,Mid_C,Mid,C,0.12183098591549296
71,6.0,355.0,39.44,6.0,128.0,55.0,236.0,Mid_C,Mid,C,0.16619718309859155
72,4.0,547.0,Inf,18.0,36.0,48.0,74.0,Mid_C,Mid,C,0.05211267605633803
73,5.0,563.0,56.3,12.0,28.0,64.0,49.0,Mid_C,Mid,C,0.03450704225352113
74,5.0,318.0,31.8,10.0,108.0,52.0,184.0,Mid_C,Mid,C,0.1295774647887324
75,5.0,280.0,Inf,9.0,92.0,38.0,132.0,Mid_C,Mid,C,0.09295774647887324
76,6.0,372.0,37.2,10.0,105.0,46.0,286.0,Mid_C,Mid,C,0.20140845070422536
77,5.0,341.0,34.1,8.0,99.0,41.0,229.0,Mid_C,Mid,C,0.16126760563380282
78,4.0,477.0,47.7,10.0,59.0,57.0,150.0,Mid_C,Mid,C,0.1056338028169014
79,5.0,327.0,46.71,13.0,112.0,52.0,238.0,Mid_C,Mid,C,0.1676056338028169
80,5.0,387.0,77.4,5.0,91.0,51.0,159.0,Mid_C,Mid,C,0.1119718309859155
81,5.0,298.0,29.8,7.0,110.0,39.0,255.0,Mid_C,Mid,C,0.1795774647887324
82,4.0,358.0,358.0,8.0,82.0,44.0,108.0,Mid_C,Mid,C,0.07605633802816901
83,6.0,335.0,55.83,10.0,117.0,43.0,221.0,Mid_C,Mid,C,0.1556338028169014
84,5.0,447.0,149.0,14.0,81.0,50.0,103.0,Mid_C,Mid,C,0.07253521126760563
85,5.0,359.0,179.5,8.0,109.0,45.0,184.0,Mid_C,Mid,C,0.1295774647887324
86,8.0,271.0,67.75,3.0,118.0,44.0,277.0,Mid_C,Mid,C,0.19507042253521126
87,4.0,598.0,59.8,17.0,22.0,59.0,50.0,Mid_C,Mid,C,0.035211267605633804
88,7.0,438.0,43.8,10.0,101.0,48.0,295.0,Mid_C,Mid,C,0.20774647887323944
89,4.0,428.0,142.67,15.0,56.0,34.0,111.0,Mid_C,Mid,C,0.07816901408450705
90,5.0,530.0,53.0,10.0,34.0,53.0,83.0,Mid_C,Mid,C,0.05845070422535211
91,5.0,363.0,36.3,7.0,93.0,54.0,240.0,Mid_C,Mid,C,0.16901408450704225
92,5.0,447.0,49.67,13.0,71.0,47.0,163.0,Mid_C,Mid,C,0.1147887323943662
93,5.0,385.0,38.5,8.0,96.0,45.0,223.0,Mid_C,Mid,C,0.15704225352112677
94,6.0,348.0,43.5,3.0,112.0,48.0,282.0,Mid_C,Mid,C,0.19859154929577466
95,6.0,439.0,Inf,11.0,32.0,38.0,82.0,Mid_C,Mid,C,0.057746478873239436
96,5.0,481.0,60.12,14.0,61.0,54.0,128.0,Mid_C,Mid,C,0.09014084507042254
97,7.0,323.0,53.83,5.0,102.0,50.0,197.0,Mid_C,Mid,C,0.1387323943661972
98,4.0,517.0,73.86,22.0,49.0,50.0,83.0,Mid_C,Mid,C,0.05845070422535211
99,5.0,394.0,39.4,7.0,73.0,49.0,157.0,Mid_C,Mid,C,0.11056338028169015
100,5.0,472.0,52.44,17.0,66.0,54.0,140.0,Mid_C,Mid,C,0.09859154929577464
1,4.0,329.0,32.9,7.0,38.0,32.0,44.0,Mid_D,Mid,D,0.030985915492957747
2,3.0,281.0,140.5,8.0,67.0,29.0,86.0,Mid_D,Mid,D,0.06056338028169014
3,6.0,301.0,30.1,10.0,70.0,39.0,138.0,Mid_D,Mid,D,0.09718309859154929
4,7.0,308.0,30.8,6.0,93.0,51.0,269.0,Mid_D,Mid,D,0.18943661971830986
5,4.0,277.0,30.78,7.0,85.0,35.0,160.0,Mid_D,Mid,D,0.11267605633802817
6,5.0,372.0,37.2,9.0,61.0,47.0,88.0,Mid_D,Mid,D,0.061971830985915494
7,5.0,262.0,26.2,6.0,94.0,40.0,209.0,Mid_D,Mid,D,0.1471830985915493
8,4.0,269.0,269.0,7.0,41.0,30.0,83.0,Mid_D,Mid,D,0.05845070422535211
9,6.0,323.0,107.67,7.0,59.0,42.0,108.0,Mid_D,Mid,D,0.07605633802816901
10,5.0,446.0,44.6,9.0,30.0,48.0,83.0,Mid_D,Mid,D,0.05845070422535211
11,5.0,386.0,38.6,8.0,77.0,47.0,167.0,Mid_D,Mid,D,0.1176056338028169
12,4.0,409.0,40.9,8.0,9.0,50.0,16.0,Mid_D,Mid,D,0.011267605633802818
13,5.0,431.0,431.0,8.0,58.0,44.0,115.0,Mid_D,Mid,D,0.08098591549295775
14,6.0,294.0,147.0,8.0,78.0,30.0,193.0,Mid_D,Mid,D,0.1359154929577465
15,5.0,275.0,30.56,6.0,93.0,51.0,200.0,Mid_D,Mid,D,0.14084507042253522
16,6.0,457.0,45.7,9.0,66.0,56.0,191.0,Mid_D,Mid,D,0.13450704225352111
17,4.0,355.0,177.5,9.0,73.0,51.0,140.0,Mid_D,Mid,D,0.09859154929577464
18,4.0,367.0,36.7,12.0,66.0,43.0,155.0,Mid_D,Mid,D,0.10915492957746478
19,5.0,368.0,122.67,9.0,52.0,41.0,144.0,Mid_D,Mid,D,0.10140845070422536
20,6.0,331.0,331.0,6.0,65.0,44.0,111.0,Mid_D,Mid,D,0.07816901408450705
21,3.0,307.0,Inf,14.0,25.0,30.0,71.0,Mid_D,Mid,D,0.05
22,5.0,452.0,113.0,7.0,43.0,37.0,89.0,Mid_D,Mid,D,0.06267605633802817
23,5.0,361.0,60.17,6.0,21.0,36.0,53.0,Mid_D,Mid,D,0.03732394366197183
24,5.0,391.0,43.44,10.0,9.0,42.0,13.0,Mid_D,Mid,D,0.009154929577464789
25,5.0,445.0,55.62,11.0,37.0,45.0,74.0,Mid_D,Mid,D,0.05211267605633803
26,4.0,328.0,32.8,6.0,79.0,44.0,175.0,Mid_D,Mid,D,0.12323943661971831
27,5.0,404.0,40.4,11.0,69.0,58.0,118.0,Mid_D,Mid,D,0.08309859154929577
28,4.0,222.0,22.2,5.0,108.0,43.0,143.0,Mid_D,Mid,D,0.10070422535211268
29,5.0,315.0,157.5,12.0,49.0,34.0,108.0,Mid_D,Mid,D,0.07605633802816901
30,6.0,236.0,23.6,6.0,94.0,36.0,200.0,Mid_D,Mid,D,0.14084507042253522
31,6.0,338.0,33.8,9.0,70.0,42.0,145.0,Mid_D,Mid,D,0.10211267605633803
32,5.0,429.0,42.9,14.0,42.0,47.0,72.0,Mid_D,Mid,D,0.05070422535211268
33,5.0,469.0,46.9,14.0,46.0,47.0,113.0,Mid_D,Mid,D,0.0795774647887324
34,3.0,273.0,39.0,9.0,75.0,34.0,108.0,Mid_D,Mid,D,0.07605633802816901
35,4.0,346.0,57.67,10.0,69.0,37.0,92.0,Mid_D,Mid,D,0.0647887323943662
36,5.0,399.0,79.8,10.0,36.0,45.0,64.0,Mid_D,Mid,D,0.04507042253521127
37,5.0,406.0,67.67,13.0,47.0,41.0,107.0,Mid_D,Mid,D,0.07535211267605633
38,5.0,273.0,45.5,9.0,96.0,44.0,160.0,Mid_D,Mid,D,0.11267605633802817
39,4.0,322.0,32.2,4.0,95.0,45.0,151.0,Mid_D,Mid,D,0.10633802816901408
40,5.0,288.0,28.8,7.0,76.0,47.0,110.0,Mid_D,Mid,D,0.07746478873239436
41,5.0,281.0,70.25,4.0,73.0,37.0,161.0,Mid_D,Mid,D,0.11338028169014085
42,5.0,334.0,33.4,10.0,73.0,38.0,150.0,Mid_D,Mid,D,0.1056338028169014
43,5.0,333.0,33.3,13.0,37.0,37.0,58.0,Mid_D,Mid,D,0.04084507042253521
44,3.0,230.0,57.5,6.0,56.0,27.0,93.0,Mid_D,Mid,D,0.06549295774647887
45,5.0,439.0,219.5,13.0,46.0,43.0,75.0,Mid_D,Mid,D,0.0528169014084507
46,4.0,379.0,126.33,8.0,21.0,23.0,32.0,Mid_D,Mid,D,0.022535211267605635
47,5.0,247.0,24.7,4.0,108.0,45.0,149.0,Mid_D,Mid,D,0.10492957746478873
48,4.0,374.0,37.4,10.0,56.0,42.0,127.0,Mid_D,Mid,D,0.08943661971830986
49,4.0,229.0,32.71,5.0,92.0,41.0,177.0,Mid_D,Mid,D,0.12464788732394366
50,3.0,373.0,74.6,7.0,39.0,37.0,37.0,Mid_D,Mid,D,0.026056338028169014
51,5.0,367.0,91.75,6.0,83.0,42.0,121.0,Mid_D,Mid,D,0.0852112676056338
52,6.0,331.0,33.1,7.0,85.0,42.0,248.0,Mid_D,Mid,D,0.17464788732394365
53,4.0,169.0,169.0,6.0,39.0,22.0,71.0,Mid_D,Mid,D,0.05
54,5.0,476.0,119.0,13.0,26.0,42.0,68.0,Mid_D,Mid,D,0.04788732394366197
55,5.0,283.0,28.3,9.0,96.0,40.0,195.0,Mid_D,Mid,D,0.13732394366197184
56,3.0,457.0,114.25,11.0,17.0,40.0,34.0,Mid_D,Mid,D,0.023943661971830985
57,9.0,377.0,37.7,7.0,67.0,48.0,176.0,Mid_D,Mid,D,0.12394366197183099
58,4.0,375.0,46.88,14.0,19.0,40.0,55.0,Mid_D,Mid,D,0.03873239436619718
59,5.0,311.0,51.83,5.0,88.0,46.0,160.0,Mid_D,Mid,D,0.11267605633802817
60,5.0,361.0,60.17,7.0,69.0,43.0,127.0,Mid_D,Mid,D,0.08943661971830986
61,5.0,376.0,37.6,8.0,65.0,48.0,204.0,Mid_D,Mid,D,0.14366197183098592
62,5.0,308.0,30.8,2.0,93.0,35.0,198.0,Mid_D,Mid,D,0.13943661971830987
63,5.0,415.0,41.5,18.0,35.0,43.0,75.0,Mid_D,Mid,D,0.0528169014084507
64,5.0,449.0,44.9,19.0,22.0,36.0,75.0,Mid_D,Mid,D,0.0528169014084507
65,5.0,294.0,29.4,7.0,68.0,40.0,147.0,Mid_D,Mid,D,0.10352112676056338
66,4.0,337.0,33.7,5.0,79.0,42.0,171.0,Mid_D,Mid,D,0.12042253521126761
67,6.0,325.0,32.5,8.0,70.0,38.0,154.0,Mid_D,Mid,D,0.10845070422535211
68,7.0,386.0,38.6,7.0,84.0,44.0,193.0,Mid_D,Mid,D,0.1359154929577465
69,6.0,411.0,102.75,10.0,55.0,40.0,108.0,Mid_D,Mid,D,0.07605633802816901
70,4.0,363.0,36.3,14.0,76.0,45.0,136.0,Mid_D,Mid,D,0.09577464788732394
71,4.0,413.0,59.0,10.0,34.0,39.0,77.0,Mid_D,Mid,D,0.054225352112676053
72,3.0,380.0,42.22,6.0,61.0,42.0,96.0,Mid_D,Mid,D,0.0676056338028169
73,5.0,400.0,40.0,11.0,60.0,49.0,151.0,Mid_D,Mid,D,0.10633802816901408
74,4.0,295.0,147.5,8.0,91.0,51.0,121.0,Mid_D,Mid,D,0.0852112676056338
75,5.0,474.0,47.4,11.0,20.0,40.0,53.0,Mid_D,Mid,D,0.03732394366197183
76,5.0,436.0,43.6,15.0,21.0,38.0,57.0,Mid_D,Mid,D,0.04014084507042254
77,5.0,291.0,32.33,9.0,86.0,34.0,261.0,Mid_D,Mid,D,0.18380281690140846
78,4.0,306.0,30.6,6.0,69.0,44.0,132.0,Mid_D,Mid,D,0.09295774647887324
79,6.0,379.0,42.11,9.0,43.0,48.0,118.0,Mid_D,Mid,D,0.08309859154929577
80,5.0,333.0,83.25,10.0,67.0,40.0,194.0,Mid_D,Mid,D,0.13661971830985917
81,6.0,359.0,71.8,11.0,71.0,38.0,113.0,Mid_D,Mid,D,0.0795774647887324
82,5.0,465.0,155.0,10.0,44.0,53.0,78.0,Mid_D,Mid,D,0.054929577464788736
83,4.0,436.0,43.6,14.0,58.0,56.0,121.0,Mid_D,Mid,D,0.0852112676056338
84,4.0,327.0,65.4,6.0,59.0,34.0,134.0,Mid_D,Mid,D,0.09436619718309859
85,5.0,331.0,33.1,6.0,66.0,38.0,211.0,Mid_D,Mid,D,0.14859154929577464
86,3.0,270.0,90.0,6.0,23.0,26.0,57.0,Mid_D,Mid,D,0.04014084507042254
87,4.0,488.0,81.33,16.0,16.0,47.0,23.0,Mid_D,Mid,D,0.01619718309859155
88,5.0,343.0,171.5,11.0,47.0,36.0,138.0,Mid_D,Mid,D,0.09718309859154929
89,4.0,379.0,379.0,11.0,54.0,40.0,110.0,Mid_D,Mid,D,0.07746478873239436
90,6.0,340.0,34.0,5.0,63.0,40.0,168.0,Mid_D,Mid,D,0.11830985915492957
91,4.0,337.0,67.4,8.0,74.0,40.0,141.0,Mid_D,Mid,D,0.09929577464788733
92,5.0,409.0,409.0,13.0,33.0,41.0,64.0,Mid_D,Mid,D,0.04507042253521127
93,6.0,380.0,63.33,10.0,77.0,39.0,215.0,Mid_D,Mid,D,0.15140845070422534
94,6.0,423.0,211.5,16.0,46.0,49.0,130.0,Mid_D,Mid,D,0.09154929577464789
95,5.0,441.0,44.1,8.0,57.0,46.0,166.0,Mid_D,Mid,D,0.11690140845070422
96,4.0,221.0,22.1,6.0,85.0,40.0,148.0,Mid_D,Mid,D,0.10422535211267606
97,4.0,375.0,125.0,14.0,25.0,29.0,51.0,Mid_D,Mid,D,0.03591549295774648
98,5.0,270.0,90.0,4.0,98.0,35.0,168.0,Mid_D,Mid,D,0.11830985915492957
99,4.0,337.0,Inf,8.0,52.0,35.0,71.0,Mid_D,Mid,D,0.05
100,4.0,286.0,95.33,13.0,66.0,42.0,158.0,Mid_D,Mid,D,0.11126760563380282
1,4.0,294.0,32.67,6.0,110.0,36.0,257.0,Mid_G,Mid,G,0.18098591549295776
2,5.0,285.0,28.5,4.0,68.0,34.0,207.0,Mid_G,Mid,G,0.14577464788732394
3,4.0,389.0,55.57,7.0,50.0,45.0,95.0,Mid_G,Mid,G,0.06690140845070422
4,4.0,301.0,100.33,11.0,77.0,36.0,184.0,Mid_G,Mid,G,0.1295774647887324
5,4.0,344.0,34.4,10.0,67.0,44.0,119.0,Mid_G,Mid,G,0.08380281690140845
6,4.0,298.0,74.5,12.0,65.0,38.0,156.0,Mid_G,Mid,G,0.10985915492957747
7,4.0,346.0,34.6,10.0,55.0,45.0,141.0,Mid_G,Mid,G,0.09929577464788733
8,4.0,469.0,46.9,13.0,33.0,35.0,70.0,Mid_G,Mid,G,0.04929577464788732
9,4.0,336.0,33.6,10.0,52.0,32.0,114.0,Mid_G,Mid,G,0.08028169014084507
10,4.0,372.0,186.0,13.0,38.0,39.0,70.0,Mid_G,Mid,G,0.04929577464788732
11,4.0,261.0,Inf,6.0,46.0,30.0,84.0,Mid_G,Mid,G,0.059154929577464786
12,5.0,303.0,101.0,10.0,53.0,37.0,126.0,Mid_G,Mid,G,0.08873239436619719
13,3.0,382.0,38.2,11.0,33.0,41.0,69.0,Mid_G,Mid,G,0.048591549295774646
14,5.0,134.0,13.4,3.0,55.0,18.0,104.0,Mid_G,Mid,G,0.07323943661971831
15,4.0,348.0,49.71,10.0,69.0,35.0,178.0,Mid_G,Mid,G,0.12535211267605634
16,4.0,338.0,56.33,10.0,61.0,35.0,171.0,Mid_G,Mid,G,0.12042253521126761
17,4.0,351.0,70.2,6.0,44.0,29.0,95.0,Mid_G,Mid,G,0.06690140845070422
18,4.0,263.0,131.5,9.0,45.0,36.0,77.0,Mid_G,Mid,G,0.054225352112676053
19,5.0,351.0,35.1,9.0,54.0,42.0,112.0,Mid_G,Mid,G,0.07887323943661972
20,4.0,201.0,20.1,2.0,95.0,35.0,136.0,Mid_G,Mid,G,0.09577464788732394
21,7.0,253.0,25.3,4.0,86.0,33.0,223.0,Mid_G,Mid,G,0.15704225352112677
22,4.0,309.0,30.9,7.0,52.0,28.0,107.0,Mid_G,Mid,G,0.07535211267605633
23,4.0,300.0,30.0,6.0,89.0,42.0,170.0,Mid_G,Mid,G,0.11971830985915492
24,4.0,290.0,32.22,6.0,61.0,30.0,120.0,Mid_G,Mid,G,0.08450704225352113
25,4.0,531.0,53.1,8.0,11.0,43.0,22.0,Mid_G,Mid,G,0.015492957746478873
26,6.0,249.0,41.5,3.0,92.0,44.0,171.0,Mid_G,Mid,G,0.12042253521126761
27,6.0,506.0,50.6,14.0,57.0,36.0,133.0,Mid_G,Mid,G,0.09366197183098592
28,6.0,242.0,30.25,1.0,95.0,38.0,173.0,Mid_G,Mid,G,0.12183098591549296
29,5.0,301.0,100.33,10.0,37.0,31.0,106.0,Mid_G,Mid,G,0.07464788732394366
30,5.0,359.0,35.9,9.0,30.0,44.0,75.0,Mid_G,Mid,G,0.0528169014084507
31,6.0,318.0,31.8,10.0,37.0,37.0,77.0,Mid_G,Mid,G,0.054225352112676053
32,5.0,211.0,21.1,1.0,102.0,38.0,247.0,Mid_G,Mid,G,0.17394366197183098
33,4.0,214.0,Inf,4.0,83.0,26.0,145.0,Mid_G,Mid,G,0.10211267605633803
34,3.0,300.0,37.5,8.0,43.0,38.0,62.0,Mid_G,Mid,G,0.04366197183098591
35,5.0,235.0,26.11,6.0,63.0,29.0,130.0,Mid_G,Mid,G,0.09154929577464789
36,4.0,288.0,57.6,10.0,39.0,41.0,38.0,Mid_G,Mid,G,0.02676056338028169
37,4.0,131.0,13.1,1.0,77.0,33.0,136.0,Mid_G,Mid,G,0.09577464788732394
38,5.0,248.0,24.8,7.0,94.0,32.0,178.0,Mid_G,Mid,G,0.12535211267605634
39,6.0,287.0,41.0,8.0,95.0,40.0,171.0,Mid_G,Mid,G,0.12042253521126761
40,6.0,402.0,40.2,10.0,76.0,50.0,182.0,Mid_G,Mid,G,0.12816901408450704
41,5.0,236.0,78.67,5.0,78.0,32.0,151.0,Mid_G,Mid,G,0.10633802816901408
42,5.0,358.0,35.8,12.0,44.0,47.0,77.0,Mid_G,Mid,G,0.054225352112676053
