run,peak_infection,total_abx_days,abx_days_per_baby,selection_events,transmission_R,total_recoveries,cumulative_I_R,scenario
70,5.0,226.0,28.25,7.0,116.0,42.0,202.0,G
71,4.0,273.0,54.6,12.0,58.0,31.0,102.0,G
72,4.0,233.0,233.0,3.0,48.0,24.0,86.0,G
73,5.0,290.0,29.0,7.0,84.0,42.0,176.0,G
74,4.0,266.0,26.6,7.0,96.0,32.0,207.0,G
75,5.0,215.0,43.0,2.0,90.0,28.0,135.0,G
76,5.0,297.0,99.0,7.0,94.0,41.0,185.0,G
77,3.0,132.0,26.4,3.0,25.0,13.0,35.0,G
78,3.0,232.0,23.2,5.0,64.0,28.0,94.0,G
79,4.0,382.0,63.67,10.0,34.0,40.0,63.0,G
80,5.0,351.0,35.1,8.0,75.0,37.0,224.0,G
81,4.0,222.0,55.5,13.0,54.0,35.0,99.0,G
82,4.0,330.0,33.0,6.0,70.0,42.0,109.0,G
83,3.0,230.0,38.33,9.0,27.0,30.0,44.0,G
84,5.0,184.0,18.4,2.0,113.0,34.0,250.0,G
85,4.0,215.0,107.5,1.0,78.0,26.0,150.0,G
86,6.0,238.0,23.8,4.0,106.0,44.0,216.0,G
87,6.0,386.0,Inf,11.0,24.0,38.0,60.0,G
88,5.0,385.0,38.5,6.0,63.0,49.0,178.0,G
89,5.0,343.0,68.6,11.0,62.0,36.0,122.0,G
90,4.0,371.0,371.0,15.0,43.0,40.0,95.0,G
91,5.0,325.0,36.11,6.0,55.0,41.0,147.0,G
92,5.0,329.0,164.5,6.0,50.0,46.0,138.0,G
93,5.0,289.0,28.9,7.0,87.0,46.0,237.0,G
94,4.0,332.0,166.0,9.0,34.0,36.0,59.0,G
95,5.0,222.0,22.2,3.0,108.0,48.0,183.0,G
96,4.0,159.0,15.9,1.0,86.0,23.0,150.0,G
97,6.0,460.0,46.0,15.0,43.0,45.0,112.0,G
98,5.0,132.0,44.0,2.0,57.0,26.0,123.0,G
99,5.0,236.0,236.0,0.0,56.0,26.0,132.0,G
100,4.0,166.0,Inf,4.0,49.0,25.0,132.0,G
1,6.0,307.0,61.4,10.0,111.0,49.0,215.0,E
2,5.0,473.0,59.12,13.0,65.0,52.0,183.0,E
3,4.0,420.0,84.0,8.0,72.0,47.0,140.0,E
4,5.0,245.0,24.5,9.0,3.0,26.0,26.0,E
5,5.0,396.0,39.6,13.0,101.0,51.0,208.0,E
6,4.0,399.0,Inf,15.0,63.0,38.0,118.0,E
7,6.0,288.0,28.8,4.0,113.0,43.0,259.0,E
8,5.0,441.0,73.5,13.0,70.0,50.0,121.0,E
9,6.0,324.0,32.4,11.0,98.0,47.0,192.0,E
10,4.0,356.0,35.6,9.0,107.0,49.0,257.0,E
11,4.0,217.0,108.5,6.0,123.0,30.0,214.0,E
12,6.0,209.0,20.9,2.0,127.0,40.0,248.0,E
13,6.0,302.0,Inf,4.0,119.0,45.0,189.0,E
14,5.0,361.0,36.1,11.0,86.0,48.0,196.0,E
15,6.0,375.0,187.5,10.0,89.0,43.0,212.0,E
16,5.0,356.0,39.56,3.0,108.0,51.0,189.0,E
17,5.0,346.0,346.0,7.0,83.0,47.0,150.0,E
18,6.0,557.0,55.7,16.0,27.0,53.0,88.0,E
19,5.0,351.0,87.75,6.0,93.0,51.0,139.0,E
20,5.0,459.0,45.9,11.0,75.0,49.0,187.0,E
21,4.0,305.0,33.89,8.0,101.0,47.0,168.0,E
22,6.0,329.0,32.9,4.0,113.0,54.0,235.0,E
23,5.0,427.0,427.0,16.0,76.0,34.0,188.0,E
24,5.0,541.0,60.11,16.0,51.0,50.0,110.0,E
25,4.0,569.0,189.67,16.0,24.0,45.0,71.0,E
26,7.0,294.0,29.4,4.0,117.0,53.0,265.0,E
27,5.0,549.0,54.9,16.0,26.0,56.0,53.0,E
28,5.0,278.0,27.8,7.0,99.0,46.0,204.0,E
29,5.0,488.0,48.8,10.0,58.0,53.0,132.0,E
30,5.0,336.0,112.0,10.0,93.0,48.0,142.0,E
31,5.0,324.0,162.0,5.0,113.0,45.0,249.0,E
32,5.0,433.0,43.3,11.0,69.0,55.0,154.0,E
33,4.0,357.0,119.0,9.0,89.0,45.0,119.0,E
34,5.0,328.0,82.0,7.0,109.0,49.0,231.0,E
35,6.0,287.0,28.7,4.0,122.0,46.0,250.0,E
36,5.0,404.0,101.0,8.0,81.0,49.0,173.0,E
37,4.0,394.0,197.0,7.0,76.0,37.0,159.0,E
38,6.0,280.0,70.0,3.0,128.0,59.0,253.0,E
39,5.0,355.0,35.5,10.0,101.0,43.0,207.0,E
40,5.0,340.0,113.33,2.0,99.0,54.0,150.0,E
41,5.0,285.0,Inf,4.0,102.0,39.0,171.0,E
42,5.0,483.0,48.3,15.0,74.0,64.0,136.0,E
43,5.0,180.0,180.0,2.0,128.0,47.0,192.0,E
44,4.0,299.0,Inf,5.0,74.0,42.0,122.0,E
45,5.0,317.0,31.7,3.0,114.0,41.0,256.0,E
46,5.0,341.0,34.1,6.0,97.0,46.0,225.0,E
47,5.0,226.0,22.6,1.0,130.0,39.0,226.0,E
48,6.0,347.0,34.7,5.0,97.0,57.0,148.0,E
49,5.0,501.0,50.1,8.0,50.0,44.0,113.0,E
50,6.0,593.0,Inf,13.0,14.0,55.0,25.0,E
51,5.0,292.0,29.2,3.0,140.0,47.0,268.0,E
52,4.0,172.0,28.67,3.0,144.0,43.0,209.0,E
53,5.0,346.0,34.6,10.0,85.0,42.0,232.0,E
54,6.0,283.0,35.38,6.0,98.0,47.0,142.0,E
55,5.0,224.0,112.0,5.0,116.0,35.0,225.0,E
56,4.0,409.0,45.44,11.0,75.0,56.0,96.0,E
57,4.0,617.0,88.14,19.0,15.0,57.0,42.0,E
58,4.0,382.0,38.2,11.0,81.0,53.0,121.0,E
59,5.0,300.0,60.0,8.0,102.0,43.0,196.0,E
60,6.0,503.0,50.3,14.0,52.0,56.0,127.0,E
61,5.0,325.0,32.5,3.0,114.0,53.0,205.0,E
62,5.0,351.0,35.1,4.0,88.0,50.0,136.0,E
63,6.0,264.0,26.4,3.0,124.0,51.0,262.0,E
64,6.0,330.0,33.0,7.0,118.0,52.0,256.0,E
65,5.0,264.0,26.4,2.0,104.0,38.0,201.0,E
66,6.0,306.0,102.0,4.0,107.0,40.0,220.0,E
67,6.0,328.0,32.8,10.0,104.0,46.0,187.0,E
68,6.0,438.0,43.8,13.0,73.0,46.0,217.0,E
69,6.0,249.0,83.0,4.0,114.0,37.0,238.0,E
70,5.0,337.0,168.5,9.0,93.0,46.0,157.0,E
71,6.0,283.0,94.33,5.0,128.0,37.0,255.0,E
72,6.0,305.0,30.5,2.0,119.0,58.0,234.0,E
73,5.0,601.0,60.1,19.0,32.0,48.0,85.0,E
74,8.0,405.0,40.5,8.0,87.0,49.0,213.0,E
75,5.0,267.0,133.5,3.0,109.0,44.0,194.0,E
76,5.0,287.0,28.7,6.0,118.0,53.0,173.0,E
77,6.0,236.0,23.6,6.0,114.0,33.0,181.0,E
78,5.0,434.0,43.4,8.0,78.0,45.0,167.0,E
79,6.0,501.0,50.1,15.0,77.0,56.0,138.0,E
80,5.0,517.0,51.7,8.0,46.0,53.0,98.0,E
81,5.0,458.0,45.8,14.0,70.0,40.0,142.0,E
82,5.0,407.0,40.7,11.0,90.0,47.0,200.0,E
83,4.0,315.0,78.75,6.0,113.0,47.0,242.0,E
84,4.0,366.0,36.6,8.0,104.0,55.0,176.0,E
85,5.0,286.0,35.75,5.0,116.0,41.0,214.0,E
86,4.0,263.0,Inf,5.0,124.0,38.0,236.0,E
87,4.0,445.0,44.5,8.0,56.0,56.0,103.0,E
88,5.0,232.0,23.2,4.0,122.0,47.0,313.0,E
89,6.0,285.0,142.5,4.0,103.0,39.0,178.0,E
90,5.0,564.0,564.0,17.0,24.0,44.0,53.0,E
91,4.0,247.0,247.0,5.0,114.0,52.0,177.0,E
92,5.0,345.0,34.5,5.0,100.0,47.0,217.0,E
93,5.0,274.0,30.44,4.0,135.0,38.0,233.0,E
94,4.0,245.0,24.5,4.0,120.0,41.0,202.0,E
95,5.0,312.0,31.2,5.0,90.0,47.0,186.0,E
96,5.0,326.0,32.6,11.0,93.0,41.0,156.0,E
97,5.0,225.0,28.12,4.0,124.0,40.0,203.0,E
98,7.0,439.0,43.9,6.0,82.0,50.0,239.0,E
99,5.0,265.0,265.0,7.0,120.0,36.0,226.0,E
100,6.0,363.0,Inf,9.0,85.0,36.0,201.0,E
1,5.0,242.0,24.2,7.0,68.0,55.0,146.0,F
2,5.0,220.0,220.0,5.0,51.0,44.0,89.0,F
3,5.0,236.0,26.22,7.0,44.0,47.0,72.0,F
4,5.0,190.0,190.0,4.0,102.0,35.0,163.0,F
5,4.0,234.0,117.0,6.0,34.0,63.0,76.0,F
6,5.0,323.0,32.3,7.0,15.0,57.0,39.0,F
7,5.0,232.0,23.2,9.0,22.0,47.0,78.0,F
8,5.0,262.0,26.2,5.0,4.0,55.0,9.0,F
9,5.0,275.0,27.5,4.0,52.0,58.0,23.0,F
10,4.0,237.0,29.62,4.0,27.0,55.0,50.0,F
11,7.0,248.0,24.8,5.0,29.0,51.0,73.0,F
12,5.0,231.0,77.0,2.0,79.0,49.0,137.0,F
13,3.0,222.0,222.0,7.0,6.0,42.0,3.0,F
14,5.0,204.0,34.0,2.0,85.0,50.0,146.0,F
15,5.0,192.0,19.2,4.0,87.0,56.0,188.0,F
16,5.0,190.0,19.0,2.0,99.0,54.0,199.0,F
17,5.0,145.0,18.12,2.0,144.0,49.0,237.0,F
18,5.0,225.0,22.5,1.0,73.0,51.0,98.0,F
19,5.0,198.0,99.0,3.0,80.0,54.0,148.0,F
20,6.0,286.0,28.6,6.0,24.0,57.0,25.0,F
21,5.0,259.0,25.9,5.0,51.0,67.0,126.0,F
22,4.0,263.0,87.67,8.0,18.0,50.0,29.0,F
23,5.0,263.0,26.3,11.0,15.0,50.0,30.0,F
24,6.0,190.0,19.0,2.0,125.0,52.0,222.0,F
25,6.0,302.0,30.2,7.0,31.0,49.0,52.0,F
26,4.0,268.0,26.8,7.0,17.0,58.0,36.0,F
27,5.0,241.0,24.1,6.0,49.0,48.0,85.0,F
28,5.0,225.0,56.25,7.0,61.0,49.0,127.0,F
29,4.0,244.0,244.0,5.0,31.0,53.0,42.0,F
30,5.0,236.0,29.5,4.0,77.0,47.0,165.0,F
31,5.0,263.0,52.6,3.0,6.0,66.0,4.0,F
32,6.0,227.0,22.7,3.0,61.0,61.0,143.0,F
33,5.0,197.0,19.7,4.0,122.0,50.0,223.0,F
34,5.0,278.0,27.8,3.0,13.0,69.0,10.0,F
35,5.0,251.0,251.0,4.0,29.0,49.0,41.0,F
36,5.0,229.0,45.8,3.0,40.0,54.0,56.0,F
37,5.0,270.0,30.0,6.0,11.0,61.0,30.0,F
38,5.0,280.0,28.0,8.0,7.0,50.0,10.0,F
39,5.0,195.0,19.5,3.0,83.0,39.0,250.0,F
40,6.0,231.0,46.2,3.0,72.0,63.0,145.0,F
41,5.0,195.0,19.5,3.0,105.0,46.0,183.0,F
42,5.0,318.0,31.8,7.0,8.0,77.0,37.0,F
43,6.0,248.0,49.6,6.0,34.0,56.0,31.0,F
44,5.0,275.0,27.5,7.0,23.0,44.0,63.0,F
45,6.0,274.0,91.33,3.0,55.0,62.0,105.0,F
46,4.0,238.0,79.33,2.0,92.0,56.0,179.0,F
47,5.0,317.0,31.7,4.0,15.0,53.0,46.0,F
48,6.0,247.0,24.7,2.0,80.0,62.0,158.0,F
49,5.0,205.0,20.5,3.0,102.0,55.0,217.0,F
50,6.0,202.0,20.2,4.0,69.0,42.0,168.0,F
51,4.0,288.0,28.8,4.0,9.0,67.0,26.0,F
52,5.0,251.0,25.1,3.0,54.0,65.0,116.0,F
53,4.0,192.0,19.2,4.0,77.0,49.0,130.0,F
54,4.0,254.0,Inf,5.0,34.0,45.0,90.0,F
55,5.0,134.0,134.0,0.0,111.0,32.0,193.0,F
56,5.0,278.0,139.0,6.0,13.0,51.0,18.0,F
57,5.0,286.0,28.6,8.0,11.0,68.0,32.0,F
58,4.0,212.0,53.0,9.0,61.0,47.0,95.0,F
59,5.0,233.0,38.83,5.0,82.0,61.0,165.0,F
60,4.0,242.0,60.5,7.0,32.0,50.0,52.0,F
61,5.0,191.0,19.1,4.0,84.0,47.0,210.0,F
62,5.0,277.0,34.62,11.0,45.0,48.0,94.0,F
63,6.0,274.0,91.33,5.0,24.0,63.0,63.0,F
64,4.0,208.0,52.0,4.0,87.0,52.0,125.0,F
65,6.0,290.0,145.0,7.0,9.0,65.0,13.0,F
66,4.0,276.0,55.2,5.0,36.0,68.0,46.0,F
67,6.0,218.0,21.8,3.0,129.0,61.0,276.0,F
68,4.0,292.0,58.4,9.0,12.0,55.0,11.0,F
69,5.0,262.0,87.33,5.0,37.0,46.0,70.0,F
70,5.0,324.0,32.4,10.0,23.0,56.0,68.0,F
71,5.0,260.0,26.0,4.0,82.0,50.0,137.0,F
72,6.0,246.0,24.6,4.0,37.0,49.0,74.0,F
73,5.0,284.0,28.4,4.0,7.0,72.0,15.0,F
74,5.0,253.0,25.3,6.0,28.0,52.0,60.0,F
75,5.0,308.0,44.0,4.0,4.0,54.0,8.0,F
76,4.0,212.0,106.0,5.0,76.0,43.0,134.0,F
77,4.0,183.0,36.6,4.0,122.0,51.0,241.0,F
78,5.0,200.0,20.0,8.0,101.0,50.0,193.0,F
79,5.0,254.0,25.4,10.0,44.0,54.0,77.0,F
80,5.0,175.0,43.75,4.0,97.0,38.0,186.0,F
81,4.0,279.0,34.88,2.0,3.0,66.0,22.0,F
82,5.0,148.0,37.0,2.0,134.0,49.0,226.0,F
83,5.0,265.0,26.5,6.0,18.0,54.0,41.0,F
84,6.0,233.0,116.5,5.0,91.0,55.0,206.0,F
85,5.0,261.0,87.0,3.0,10.0,54.0,29.0,F
86,7.0,255.0,31.88,7.0,36.0,56.0,92.0,F
87,4.0,209.0,69.67,7.0,49.0,36.0,95.0,F
88,6.0,304.0,30.4,6.0,20.0,59.0,40.0,F
89,5.0,298.0,59.6,10.0,16.0,64.0,38.0,F
90,5.0,171.0,85.5,1.0,91.0,33.0,152.0,F
91,7.0,245.0,24.5,7.0,88.0,56.0,236.0,F
92,4.0,288.0,28.8,7.0,17.0,58.0,48.0,F
93,6.0,217.0,21.7,3.0,103.0,61.0,148.0,F
94,4.0,263.0,26.3,8.0,38.0,54.0,130.0,F
95,4.0,231.0,23.1,4.0,75.0,57.0,146.0,F
96,5.0,229.0,22.9,3.0,58.0,61.0,83.0,F
97,4.0,187.0,187.0,6.0,38.0,51.0,59.0,F
98,4.0,215.0,35.83,4.0,76.0,46.0,126.0,F
99,5.0,207.0,103.5,3.0,91.0,45.0,153.0,F
100,4.0,266.0,26.6,8.0,19.0,62.0,43.0,F
1,6.0,192.0,19.2,3.0,68.0,39.0,154.0,H
2,5.0,94.0,9.4,1.0,88.0,29.0,217.0,H
3,6.0,153.0,15.3,4.0,78.0,41.0,173.0,H
4,4.0,189.0,18.9,5.0,13.0,33.0,66.0,H
5,4.0,173.0,57.67,1.0,72.0,38.0,158.0,H
6,3.0,208.0,208.0,1.0,14.0,43.0,14.0,H
7,5.0,234.0,23.4,6.0,22.0,51.0,28.0,H
8,4.0,215.0,21.5,4.0,4.0,41.0,19.0,H
9,5.0,160.0,16.0,4.0,63.0,41.0,117.0,H
10,5.0,152.0,38.0,0.0,3.0,32.0,6.0,H
11,3.0,169.0,16.9,8.0,11.0,34.0,18.0,H
12,4.0,149.0,14.9,2.0,81.0,33.0,146.0,H
13,3.0,110.0,11.0,5.0,24.0,29.0,30.0,H
14,3.0,191.0,21.22,3.0,1.0,39.0,9.0,H
15,4.0,207.0,20.7,7.0,14.0,42.0,23.0,H
16,4.0,188.0,18.8,3.0,68.0,35.0,157.0,H
17,5.0,180.0,18.0,2.0,75.0,43.0,204.0,H
18,4.0,123.0,30.75,1.0,50.0,22.0,78.0,H
19,4.0,109.0,Inf,1.0,21.0,23.0,33.0,H
20,4.0,182.0,18.2,4.0,64.0,43.0,136.0,H
21,5.0,96.0,9.6,4.0,43.0,25.0,100.0,H
22,6.0,148.0,14.8,2.0,78.0,46.0,172.0,H
23,4.0,240.0,24.0,7.0,7.0,45.0,29.0,H
24,4.0,223.0,37.17,5.0,8.0,49.0,24.0,H
25,4.0,218.0,54.5,4.0,3.0,38.0,8.0,H
26,7.0,173.0,17.3,3.0,12.0,38.0,21.0,H
27,5.0,173.0,24.71,5.0,2.0,36.0,15.0,H
28,6.0,204.0,20.4,6.0,43.0,32.0,97.0,H
29,4.0,64.0,6.4,3.0,2.0,17.0,14.0,H
30,4.0,144.0,14.4,4.0,23.0,33.0,54.0,H
31,4.0,158.0,15.8,2.0,70.0,34.0,99.0,H
32,4.0,208.0,20.8,5.0,25.0,34.0,79.0,H
33,5.0,233.0,23.3,4.0,14.0,40.0,47.0,H
34,5.0,252.0,31.5,4.0,24.0,52.0,52.0,H
35,5.0,120.0,40.0,7.0,11.0,19.0,68.0,H
36,4.0,156.0,78.0,3.0,1.0,29.0,7.0,H
37,3.0,125.0,15.62,1.0,10.0,21.0,19.0,H
38,5.0,145.0,72.5,6.0,11.0,28.0,62.0,H
39,5.0,259.0,129.5,7.0,10.0,49.0,33.0,H
40,4.0,139.0,13.9,3.0,0.0,26.0,6.0,H
41,4.0,187.0,187.0,4.0,4.0,43.0,9.0,H
42,5.0,100.0,10.0,3.0,0.0,22.0,1.0,H
43,3.0,156.0,78.0,4.0,26.0,33.0,54.0,H
44,3.0,139.0,69.5,2.0,2.0,20.0,10.0,H
45,5.0,116.0,11.6,0.0,79.0,35.0,141.0,H
46,6.0,173.0,24.71,1.0,93.0,43.0,215.0,H
47,5.0,211.0,35.17,4.0,2.0,41.0,4.0,H
48,6.0,129.0,25.8,3.0,7.0,32.0,12.0,H
49,5.0,204.0,34.0,2.0,11.0,58.0,10.0,H
50,5.0,146.0,14.6,2.0,35.0,30.0,85.0,H
51,4.0,132.0,13.2,4.0,86.0,37.0,170.0,H
52,5.0,172.0,17.2,7.0,26.0,38.0,43.0,H
53,5.0,166.0,16.6,4.0,80.0,43.0,169.0,H
54,4.0,180.0,30.0,2.0,81.0,37.0,218.0,H
55,3.0,127.0,42.33,2.0,33.0,41.0,73.0,H
56,4.0,136.0,Inf,1.0,12.0,37.0,29.0,H
57,5.0,246.0,24.6,5.0,31.0,50.0,80.0,H
58,4.0,131.0,13.1,2.0,79.0,42.0,149.0,H
59,4.0,254.0,25.4,7.0,34.0,46.0,48.0,H
60,5.0,171.0,21.38,3.0,56.0,43.0,121.0,H
61,3.0,153.0,Inf,4.0,13.0,32.0,13.0,H
62,4.0,171.0,85.5,3.0,2.0,38.0,30.0,H
63,4.0,211.0,30.14,4.0,45.0,38.0,68.0,H
64,5.0,115.0,11.5,2.0,36.0,32.0,70.0,H
65,4.0,150.0,21.43,2.0,14.0,38.0,27.0,H
66,5.0,204.0,40.8,7.0,24.0,49.0,48.0,H
67,4.0,118.0,Inf,0.0,4.0,27.0,7.0,H
68,5.0,201.0,100.5,6.0,30.0,38.0,80.0,H
69,4.0,135.0,19.29,1.0,37.0,31.0,48.0,H
70,4.0,172.0,17.2,5.0,1.0,43.0,3.0,H
71,3.0,132.0,66.0,4.0,39.0,19.0,50.0,H
72,5.0,172.0,17.2,4.0,73.0,40.0,189.0,H
73,3.0,209.0,20.9,3.0,26.0,35.0,42.0,H
74,4.0,158.0,15.8,3.0,3.0,32.0,19.0,H
75,3.0,110.0,110.0,2.0,39.0,31.0,84.0,H
76,4.0,250.0,31.25,7.0,12.0,40.0,28.0,H
77,4.0,174.0,17.4,2.0,15.0,43.0,24.0,H
78,5.0,185.0,37.0,4.0,2.0,38.0,7.0,H
79,5.0,169.0,16.9,3.0,57.0,41.0,129.0,H
80,5.0,218.0,21.8,3.0,3.0,46.0,1.0,H
81,5.0,178.0,17.8,4.0,56.0,44.0,108.0,H
82,5.0,226.0,22.6,4.0,36.0,42.0,82.0,H
83,4.0,187.0,23.38,2.0,44.0,47.0,77.0,H
84,4.0,180.0,60.0,3.0,66.0,39.0,132.0,H
85,4.0,267.0,26.7,3.0,3.0,58.0,11.0,H
86,5.0,159.0,159.0,2.0,1.0,29.0,2.0,H
87,5.0,173.0,17.3,2.0,52.0,34.0,127.0,H
88,4.0,233.0,25.89,4.0,1.0,42.0,11.0,H
89,5.0,170.0,34.0,1.0,1.0,27.0,3.0,H
90,5.0,177.0,17.7,2.0,2.0,33.0,35.0,H
91,6.0,96.0,13.71,1.0,43.0,24.0,95.0,H
92,4.0,146.0,48.67,2.0,94.0,36.0,171.0,H
93,4.0,208.0,20.8,3.0,10.0,50.0,7.0,H
94,4.0,131.0,16.38,2.0,55.0,35.0,103.0,H
95,4.0,93.0,9.3,2.0,11.0,23.0,29.0,H
96,4.0,215.0,107.5,5.0,5.0,42.0,42.0,H
97,4.0,205.0,20.5,3.0,9.0,41.0,19.0,H
98,4.0,191.0,191.0,2.0,35.0,42.0,104.0,H
99,4.0,194.0,97.0,4.0,1.0,32.0,21.0,H
100,4.0,149.0,24.83,3.0,24.0,36.0,67.0,H
